text,date,phase,source,cleaned_text
cnn actually doing one piece of honest media? thats incredibly rare..,2025-09-12T03:37:03Z,during,youtube,cnn actually doing one piece of honest media thats incredibly rare
"I've known for the last ten years or so, that there is going to be a very scary and violent revolution, and it's going to be all over the world.",2025-09-12T03:30:09Z,during,youtube,ive known for the last ten years or so that there is going to be a very scary and violent revolution and its going to be all over the world
"To all Filipinos, wake up and take to the streets. The current government is treating Filipinos like garbage. It’s time to rise up and remove the corrupt officials in power.”",2025-09-12T03:28:08Z,during,youtube,to all filipinos wake up and take to the streets the current government is treating filipinos like garbage its time to rise up and remove the corrupt officials in power
Social media more important than their life?,2025-09-12T02:42:04Z,during,youtube,social media more important than their life
Whenever you see protests like this be very sure the CIA is behind it,2025-09-12T02:02:32Z,during,youtube,whenever you see protests like this be very sure the cia is behind it
Nepal better not take out there future the kids are the future so are the genz,2025-09-12T01:47:24Z,during,youtube,nepal better not take out there future the kids are the future so are the genz
India next....,2025-09-12T01:30:43Z,during,youtube,india next
Keep fighting!!!!! Let it burn!!!!,2025-09-12T01:27:28Z,during,youtube,keep fighting let it burn
Let's Go!,2025-09-12T01:01:24Z,during,youtube,lets go
Burn it all down,2025-09-12T00:32:13Z,during,youtube,burn it all down
CLASS CONSIOUCNESS,2025-09-12T00:18:07Z,during,youtube,class consioucness
All over social media?.... How pathetic....,2025-09-12T00:16:17Z,during,youtube,all over social media how pathetic
Gen z is revolting around the world from evil nepo baby geezers,2025-09-12T00:05:18Z,during,youtube,gen z is revolting around the world from evil nepo baby geezers
"Open Letter to World Governaments.. 👇

""Don't you dare block youtube, you know now what we will do"" .🔥🔥

From
General citizens of the world.",2025-09-11T23:58:19Z,during,youtube,open letter to world governaments dont you dare block youtube you know now what we will do from general citizens of the world
What If It becomes a real trend?!....,2025-09-11T23:46:59Z,during,youtube,what if it becomes a real trend
"Nepal ,  Protesters 
11 Sept ‘ 2025!",2025-09-11T23:26:40Z,during,youtube,nepal protesters sept
Is all I know this is because something that’s gen-z exist and just why any given moment you could die but no people are dancing in this foolish act that they’re doing,2025-09-11T22:43:29Z,during,youtube,is all i know this is because something thats genz exist and just why any given moment you could die but no people are dancing in this foolish act that theyre doing
Meanwhile in America.............,2025-09-11T20:51:51Z,during,youtube,meanwhile in america
Americans should learn from Nepalese,2025-09-11T20:39:48Z,during,youtube,americans should learn from nepalese
"Nepal, I see you and I understand also with suggestion for the future since involving young adults. Always think infinite neither negative or positive and move accordingly to get the results you want. ☘️",2025-09-11T19:28:22Z,during,youtube,nepal i see you and i understand also with suggestion for the future since involving young adults always think infinite neither negative or positive and move accordingly to get the results you want
i think poeple should stop underestimating gen z,2025-09-11T18:55:14Z,during,youtube,i think poeple should stop underestimating gen z
More should die they are addicted to social media respect Nepal government ❤❤,2025-09-11T17:41:42Z,during,youtube,more should die they are addicted to social media respect nepal government
I’ll have to say this… if we are covering this… it means we are behind it lol 😂 if the news would stop all the other insanity it creates maybe we would take this at face value,2025-09-11T17:15:00Z,during,youtube,ill have to say this if we are covering this it means we are behind it lol if the news would stop all the other insanity it creates maybe we would take this at face value
It’s China vs Us.  Whoops I said it,2025-09-11T17:13:52Z,during,youtube,its china vs us whoops i said it
their grievances similar to PHILIPPINES,2025-09-11T16:57:37Z,during,youtube,their grievances similar to philippines
Good for them. I hope the kids in the US follow their lead!!!,2025-09-11T16:56:56Z,during,youtube,good for them i hope the kids in the us follow their lead
"They not only ousted the PM and the ruling government, they kicked out the opposition as well. No more gaslighting. Complete wash.",2025-09-11T16:27:13Z,during,youtube,they not only ousted the pm and the ruling government they kicked out the opposition as well no more gaslighting complete wash
"All that you did is your farmland. There is no place like home. Though late compared with Libya and other related crises,The  are all in regret.”",2025-09-11T16:21:39Z,during,youtube,all that you did is your farmland there is no place like home though late compared with libya and other related crisesthe are all in regret
It’s about corruption,2025-09-11T15:55:03Z,during,youtube,its about corruption
"For a successful country, you need a self-reliant government that cares for citizens and youth. If the government allows China to exploit your country resources, it indicates severe corruption. Ia signed that a government is successful is when they are proactive traveling and collaborating with other countries  to boost the economy bilaterally. An example is the government of Vietnam but most importantly, make the young generation, the back bones of the future",2025-09-11T15:52:16Z,during,youtube,for a successful country you need a selfreliant government that cares for citizens and youth if the government allows china to exploit your country resources it indicates severe corruption ia signed that a government is successful is when they are proactive traveling and collaborating with other countries to boost the economy bilaterally an example is the government of vietnam but most importantly make the young generation the back bones of the future
Backed by US...,2025-09-11T15:36:52Z,during,youtube,backed by us
The people of the world are tired of being oppressed and enslaved and worse.,2025-09-11T15:32:47Z,during,youtube,the people of the world are tired of being oppressed and enslaved and worse
America take note !,2025-09-11T15:27:47Z,during,youtube,america take note
Death to islam,2025-09-11T15:20:25Z,during,youtube,death to islam
Imagine being so addicted to social media you do this 😂,2025-09-11T12:33:11Z,during,youtube,imagine being so addicted to social media you do this
The whole world is on fire right now i never thought id see the worst parts of the bible happening in my lifetime but it is and its scary,2025-09-11T12:12:33Z,during,youtube,the whole world is on fire right now i never thought id see the worst parts of the bible happening in my lifetime but it is and its scary
"This is anarchy, destroying national property, all the losses will be recovered in the form of higher taxes from common people.😢",2025-09-11T12:01:45Z,during,youtube,this is anarchy destroying national property all the losses will be recovered in the form of higher taxes from common people
"Rich people are the problem with our world. Capitalism is what creates the rich. End both. Wealth redistribution. Democratize workplaces. Create a maximum wage. Raise the minimum. Universal income, housing, healthcare, and education. No. More. Rich. People. The richest .01% of the US population could permanently end poverty in the US and they would STILL be the richest people. Let that sink in.",2025-09-11T11:56:38Z,during,youtube,rich people are the problem with our world capitalism is what creates the rich end both wealth redistribution democratize workplaces create a maximum wage raise the minimum universal income housing healthcare and education no more rich people the richest of the us population could permanently end poverty in the us and they would still be the richest people let that sink in
starve the rich!,2025-09-11T11:30:45Z,during,youtube,starve the rich
Go kids!!!!,2025-09-11T10:30:08Z,during,youtube,go kids
"America, when will you do this to your own country? when will you wake up and realise it is infact the government and the billionaires making you miserable and fight against each other?? 😢",2025-09-11T10:03:03Z,during,youtube,america when will you do this to your own country when will you wake up and realise it is infact the government and the billionaires making you miserable and fight against each other
Nepalci kuci iz Srbije mrs u Nepal pa tamo pravi problem svom narodu a ne u moju Srbiju kuci napalo 🤬🌬️🌪️💥🌎🌍🌏💥✍️🫵,2025-09-11T09:52:32Z,during,youtube,nepalci kuci iz srbije mrs u nepal pa tamo pravi problem svom narodu a ne u moju srbiju kuci napalo
"Dear Napali Bro & Sis,  Please don't destroy your own Precious Country Property 🙏🏼🙏🏼❤🔥🕊️🇳🇵🇮🇳🌎🇮🇳🇳🇵🕊️🔥❤",2025-09-11T09:49:42Z,during,youtube,dear napali bro sis please dont destroy your own precious country property
Nepal isn't protesting. It's the visitors,2025-09-11T09:47:45Z,during,youtube,nepal isnt protesting its the visitors
Nepal is worth almost like Africa corrupt system killing of innocent children and nobody is helping those children because they are no white people God we have them to be free 🇳🇵,2025-09-11T09:16:40Z,during,youtube,nepal is worth almost like africa corrupt system killing of innocent children and nobody is helping those children because they are no white people god we have them to be free
"This needs to happen to the Billionaires and AI companies and data centers, LIGHT them up",2025-09-11T08:12:49Z,during,youtube,this needs to happen to the billionaires and ai companies and data centers light them up
This is after they turned to Islam,2025-09-11T08:08:37Z,during,youtube,this is after they turned to islam
CNN your editor should be notified about pork barrel,2025-09-11T08:06:28Z,during,youtube,cnn your editor should be notified about pork barrel
"A constitution, a economic plan. And a 1st and second amendment sound like it's coming Nepal's way. 🔱💯",2025-09-11T07:53:22Z,during,youtube,a constitution a economic plan and a st and second amendment sound like its coming nepals way
"This is exactly how corruption should be handled. Ya know…kind of like how our forefathers did it. They REVOLTED. 
We forget that we outnumber them. 
By a lot. 😏",2025-09-11T07:48:21Z,during,youtube,this is exactly how corruption should be handled ya knowkind of like how our forefathers did it they revolted we forget that we outnumber them by a lot
We can't co-operate with corruption.,2025-09-11T07:25:54Z,during,youtube,we cant cooperate with corruption
"Nepal violence funded by USAID , FORD FOUNDATION,  ROCK FELLA..and othet western Organisation corrupting mind of youth",2025-09-11T07:20:43Z,during,youtube,nepal violence funded by usaid ford foundation rock fellaand othet western organisation corrupting mind of youth
"That’s what the people of the world need to do against Israel show them that we run the place we only put you we put you in and don’t think that we won’t take you out. We have to come together in this world and show the military and the police that we run the world not them. We only give them authority to do these things, but when we come together and ready toshow the power, the true power nobody can’t stop us.",2025-09-11T07:16:00Z,during,youtube,thats what the people of the world need to do against israel show them that we run the place we only put you we put you in and dont think that we wont take you out we have to come together in this world and show the military and the police that we run the world not them we only give them authority to do these things but when we come together and ready toshow the power the true power nobody cant stop us
CNN fake news again those are Filipina not Nepalese,2025-09-11T07:12:34Z,during,youtube,cnn fake news again those are filipina not nepalese
I support Nepal students and youth. This is the powerful tool and weapon to fight corruption. We indian students and youths must learn to how to fight the corrupted government. We will soon use such a powerful tool to fight the corrupted government.,2025-09-11T07:11:12Z,during,youtube,i support nepal students and youth this is the powerful tool and weapon to fight corruption we indian students and youths must learn to how to fight the corrupted government we will soon use such a powerful tool to fight the corrupted government
oh no! we have a flight to kathmandu tomorrow!,2025-09-11T06:23:58Z,during,youtube,oh no we have a flight to kathmandu tomorrow
"Why are American  gen Z's
not like the gen Z's from over there ?!? 🔥🇺🇲🔥🤑🥳😎🫦👨‍🎓👩‍🎓🐩🌹🌴🍜🥗🥂🏝🏖🕌🛳✈️🎉🏈🏀⛸️👜👠👠💳💰💵💸💸💸💸💉💊♐️🏳️‍🌈💅🤳💔💝💍💄💎💎💎💎💎💎🎊🎁🎁🎁",2025-09-11T06:17:12Z,during,youtube,why are american gen zs not like the gen zs from over there
"This is not a protest.. they are destroying their own country. A local shop owner who put his all life's money in that shop , people are destroying everything coming in their way....what they are protesting against, their own people? 
This makes themselves years behind
Things take a lot time to build again",2025-09-11T06:15:08Z,during,youtube,this is not a protest they are destroying their own country a local shop owner who put his all lifes money in that shop people are destroying everything coming in their waywhat they are protesting against their own people this makes themselves years behind things take a lot time to build again
This is the future of US -- I hope Trump gets the death sentence and they finally release the epstein files showing his connection to that island.,2025-09-11T06:13:36Z,during,youtube,this is the future of us i hope trump gets the death sentence and they finally release the epstein files showing his connection to that island
Let's all learn from this we united are always more 👁️👃👁️,2025-09-11T06:09:14Z,during,youtube,lets all learn from this we united are always more
CNN is just fake news and a bunch of liars.. never listen to cnn!!!!,2025-09-11T06:06:31Z,during,youtube,cnn is just fake news and a bunch of liars never listen to cnn
Well done USA and India,2025-09-11T05:59:51Z,during,youtube,well done usa and india
"Im proud of them! Keep it up guys!✊🏾 America, Take notes and copy!!!",2025-09-11T05:54:30Z,during,youtube,im proud of them keep it up guys america take notes and copy
"I think the government is in the right on this one. They didn’t do anything wrong by enforcing regulations, especially if their intention was to maintain order and stability. While the protests may have started over social media restrictions, it’s also important to recognize that governments have a responsibility to manage communication platforms to prevent misinformation, unrest, or instability from spreading unchecked. Every country has the right to put measures in place that they believe protect their citizens, even if those measures aren’t popular with everyone. In this case, I don’t see clear wrongdoing from the government — they’re acting within their authority to preserve security and stability.",2025-09-11T05:38:47Z,during,youtube,i think the government is in the right on this one they didnt do anything wrong by enforcing regulations especially if their intention was to maintain order and stability while the protests may have started over social media restrictions its also important to recognize that governments have a responsibility to manage communication platforms to prevent misinformation unrest or instability from spreading unchecked every country has the right to put measures in place that they believe protect their citizens even if those measures arent popular with everyone in this case i dont see clear wrongdoing from the government theyre acting within their authority to preserve security and stability
"it can only get to this because the military does not intervene. It can be a bloodbath if they did, but the military is now effectively controlling the govt after the PM and the president are forced to resign",2025-09-11T05:32:22Z,during,youtube,it can only get to this because the military does not intervene it can be a bloodbath if they did but the military is now effectively controlling the govt after the pm and the president are forced to resign
Execute Corrupt Public officials.,2025-09-11T05:03:27Z,during,youtube,execute corrupt public officials
"These are obviously foreign incited chaos, riots to burn & devastate Nepal. Remember the HK riots? Those evil manipulative hands planted to create this proxies in S.Asia.",2025-09-11T04:54:54Z,during,youtube,these are obviously foreign incited chaos riots to burn devastate nepal remember the hk riots those evil manipulative hands planted to create this proxies in sasia
"Nepali is burning, the burner sponcerd by CIA 😂😂😂",2025-09-11T04:54:47Z,during,youtube,nepali is burning the burner sponcerd by cia
Starmer should take note here....,2025-09-11T04:48:57Z,during,youtube,starmer should take note here
"That’s right.
Get those old buffoons out of office…Free Nepal!!!",2025-09-11T04:48:39Z,during,youtube,thats right get those old buffoons out of officefree nepal
"Huge respect to Nepalese people. Not every nation could just rise against government. Many convinced that they're powerless against ""people on the top""",2025-09-11T04:36:12Z,during,youtube,huge respect to nepalese people not every nation could just rise against government many convinced that theyre powerless against people on the top
From Myanmar to Nepal to Thailand to Indonesia. Rise up the oppressed,2025-09-11T04:33:14Z,during,youtube,from myanmar to nepal to thailand to indonesia rise up the oppressed
Finally truth have revealed,2025-09-11T04:32:29Z,during,youtube,finally truth have revealed
"Togo 🇹🇬, take note. Power to the people.",2025-09-11T04:24:06Z,during,youtube,togo take note power to the people
Philippines next,2025-09-11T04:21:31Z,during,youtube,philippines next
👏👏👏👏 the people around the world had enough,2025-09-11T04:12:15Z,during,youtube,the people around the world had enough
"Nepal is not burning. Baby boomers way of doing things is being undone  in favour of gen Z way of doing things. 

This is happening in USA, Indonesia, was happening in Israel till Oct 7 conveniently happened, and across a whole bunch of countries. 

I know my generation well 😊. Other generations once they crossed 70 usually handed the reigns of the economy to the youth. That's how JFK, Rajeev Gandhi in India  etc came to power. 

But boomers insist on holding onto power till the very last second and insist on maintaining a lavish life at the cost of the youth.",2025-09-11T04:04:31Z,during,youtube,nepal is not burning baby boomers way of doing things is being undone in favour of gen z way of doing things this is happening in usa indonesia was happening in israel till oct conveniently happened and across a whole bunch of countries i know my generation well other generations once they crossed usually handed the reigns of the economy to the youth thats how jfk rajeev gandhi in india etc came to power but boomers insist on holding onto power till the very last second and insist on maintaining a lavish life at the cost of the youth
Go gen Z,2025-09-11T04:00:31Z,during,youtube,go gen z
"I'm not sure if it becomes a good thing or not, but it was better to change the government by election, not force next government might be worse than the last one.",2025-09-11T03:55:04Z,during,youtube,im not sure if it becomes a good thing or not but it was better to change the government by election not force next government might be worse than the last one
"Inevitable 😂😂😂😂 all the vessel states of china would have same faith. 
Maldives srilanka Bangladesh now nepal 😂😂😂😂",2025-09-11T03:45:19Z,during,youtube,inevitable all the vessel states of china would have same faith maldives srilanka bangladesh now nepal
Some videos here are from indonesian people. At least do some homework and fact checks before making News. Don’t just try to get views creating fake news. Shame on cnn,2025-09-11T03:40:41Z,during,youtube,some videos here are from indonesian people at least do some homework and fact checks before making news dont just try to get views creating fake news shame on cnn
"All we want to see is a once and for all revolution in usa, lets split that shithole into 50 countries 😅😅😅",2025-09-11T03:35:49Z,during,youtube,all we want to see is a once and for all revolution in usa lets split that shithole into countries
People are over it every where.  I mean everywhere!!,2025-09-11T03:24:55Z,during,youtube,people are over it every where i mean everywhere
"Corrupt governments trying to control everything while they are enjoying luxury !!! Is the same thing in Russia , North Korea , Israel , Venezuela , Nicaragua , Egypt , India , Yemen . People have to wake up and claim your human rights !!!💪💪💪💪💪💪",2025-09-11T03:19:12Z,during,youtube,corrupt governments trying to control everything while they are enjoying luxury is the same thing in russia north korea israel venezuela nicaragua egypt india yemen people have to wake up and claim your human rights
"Man CNN is on mission 😂. In the name of genz protest , super power is already hijacked the protest and destroying the country assets. . Similar to the Bangladesh so called student protests , 😂. In reality it was something else only. (This things will be understood by those who follow geo politics very well).",2025-09-11T03:13:38Z,during,youtube,man cnn is on mission in the name of genz protest super power is already hijacked the protest and destroying the country assets similar to the bangladesh so called student protests in reality it was something else only this things will be understood by those who follow geo politics very well
"People saying the US could never , India could never , or whatever country they're in could never are so illogical. Nepal is a small country with limited military and police resources, had this happened in a huge country the Army would have been called and protestors would be killed like rats. Your country is not just spending money for securing national threats from outside but also whoever they deem a threat to their ideology from inside too. I salute the Nepali brothers and sisters for their bravery, but if this had happened in any other country the loss wouldn't be only limited to 20 innocent souls. We have seen time and time again how powerful countries treat protestors and other own people just because they endanger the politicians and their ideologies.",2025-09-11T03:09:48Z,during,youtube,people saying the us could never india could never or whatever country theyre in could never are so illogical nepal is a small country with limited military and police resources had this happened in a huge country the army would have been called and protestors would be killed like rats your country is not just spending money for securing national threats from outside but also whoever they deem a threat to their ideology from inside too i salute the nepali brothers and sisters for their bravery but if this had happened in any other country the loss wouldnt be only limited to innocent souls we have seen time and time again how powerful countries treat protestors and other own people just because they endanger the politicians and their ideologies
What needs to happen in almost every country,2025-09-11T03:02:06Z,during,youtube,what needs to happen in almost every country
"Syrian citizen here 🇸🇾. When a state answers peaceful protest with live bullets, it only affirms the justice of the people’s cause. In Syria, our revolution endured for 13 long years — 13 years of sacrifice, silence broken, and lives lost. I share this not to discourage, but to remind that the struggle for dignity is never in vain . With solidarity and love — from a fellow Syrian rebel.",2025-09-11T03:01:42Z,during,youtube,syrian citizen here when a state answers peaceful protest with live bullets it only affirms the justice of the peoples cause in syria our revolution endured for long years years of sacrifice silence broken and lives lost i share this not to discourage but to remind that the struggle for dignity is never in vain with solidarity and love from a fellow syrian rebel
Complete bs. There isn't anyone seen 16 or below,2025-09-11T03:00:32Z,during,youtube,complete bs there isnt anyone seen or below
Its due to Corruption for very long time,2025-09-11T02:59:29Z,during,youtube,its due to corruption for very long time
"Toolkit activated, Nepal also finished... Who's next? America is full of nepo kids",2025-09-11T02:46:05Z,during,youtube,toolkit activated nepal also finished whos next america is full of nepo kids
This is true everywhere. You can only kick a dog so many times...,2025-09-11T02:43:25Z,during,youtube,this is true everywhere you can only kick a dog so many times
"These news are being sensationalised. It's not being covered like riots in USA were covered. 
Why?
Attempt is being made to inspire Indian youths to do it. 

It's true that there has been a lot of corruption in Nepal. The leadership was trying to divert the attention of youth in nationalistic disputes with india, while goblining up the money and resources. Hence this protest. 
But
Know this that we have already done this, using our votes in 2014. Now the forces that will hit the road against our mandate shall be not be spared.",2025-09-11T02:41:10Z,during,youtube,these news are being sensationalised its not being covered like riots in usa were covered why attempt is being made to inspire indian youths to do it its true that there has been a lot of corruption in nepal the leadership was trying to divert the attention of youth in nationalistic disputes with india while goblining up the money and resources hence this protest but know this that we have already done this using our votes in now the forces that will hit the road against our mandate shall be not be spared
America's latest project,2025-09-11T02:37:14Z,during,youtube,americas latest project
power to the people!!!!!!,2025-09-11T02:28:58Z,during,youtube,power to the people
"CIA always employed young protesters to carry out coup. USA and India working together against China trying to build Nepal infrastructure
This smells like CIA coup specialists.  😅😂😅",2025-09-11T02:26:17Z,during,youtube,cia always employed young protesters to carry out coup usa and india working together against china trying to build nepal infrastructure this smells like cia coup specialists
There is like 6 coutnries that rioting ya not for social media but for social media they lovking it down UK literally have thought police no lie they call it that just created avg social media posts in russia 330 jailed UK 3300 LAST YEAR this yes over 5000 and counting,2025-09-11T02:10:18Z,during,youtube,there is like coutnries that rioting ya not for social media but for social media they lovking it down uk literally have thought police no lie they call it that just created avg social media posts in russia jailed uk last year this yes over and counting
CIA at work.,2025-09-11T02:02:40Z,during,youtube,cia at work
Freedom isn't free. 🪧 You have to fight for it,2025-09-11T01:57:41Z,during,youtube,freedom isnt free you have to fight for it
"Come on Kristie Lu. You used to do good reporting. Go deeper. NGOs, National Endowment of Democracy (NED) fingerprints all over this. Same happening in Indonesia. You should be familiar with this one, 2019 Hong Kong riots/protests. It’s a colour revolution happening Kristie. Regime change pushed by Uncle Sam.",2025-09-11T01:49:01Z,during,youtube,come on kristie lu you used to do good reporting go deeper ngos national endowment of democracy ned fingerprints all over this same happening in indonesia you should be familiar with this one hong kong riotsprotests its a colour revolution happening kristie regime change pushed by uncle sam
Corruption is so big in Asian countries even in India now corruption so big people who blindly follow religion or political party ideology they ignored everything until they lost their loved one,2025-09-11T01:41:15Z,during,youtube,corruption is so big in asian countries even in india now corruption so big people who blindly follow religion or political party ideology they ignored everything until they lost their loved one
Cambodia is next,2025-09-11T01:35:27Z,during,youtube,cambodia is next
The youth has more at stake than any of us,2025-09-11T01:07:19Z,during,youtube,the youth has more at stake than any of us
Hey maggots take notice …,2025-09-11T01:01:50Z,during,youtube,hey maggots take notice
This will soon the USA.  Watch out trump.,2025-09-11T00:55:44Z,during,youtube,this will soon the usa watch out trump
Those who dies are heroes.  America is not far away from this happening … so close,2025-09-11T00:51:12Z,during,youtube,those who dies are heroes america is not far away from this happening so close
That's the way it is done ...,2025-09-11T00:49:55Z,during,youtube,thats the way it is done
Stupid kids. 😂😂😂 Let's see what change comes with this.,2025-09-11T00:30:12Z,during,youtube,stupid kids lets see what change comes with this
"waiting for this to happen in india. well done nepali youth, unlike you, the indian youngsters have been blinded.",2025-09-11T00:29:57Z,during,youtube,waiting for this to happen in india well done nepali youth unlike you the indian youngsters have been blinded
Corruption.,2025-09-11T00:27:08Z,during,youtube,corruption
This is coming to the entire globe. CNN is complicit,2025-09-11T00:24:29Z,during,youtube,this is coming to the entire globe cnn is complicit
W genZ,2025-09-11T00:18:35Z,during,youtube,w genz
But your reporting a few days ago said it was only about social media,2025-09-11T00:15:57Z,during,youtube,but your reporting a few days ago said it was only about social media
"This  kind of stuff  tRump craves  because he and his ilk could loot ,and prolong his presidency by creating a war with Iran or whatever other countries.",2025-09-11T00:14:27Z,during,youtube,this kind of stuff trump craves because he and his ilk could loot and prolong his presidency by creating a war with iran or whatever other countries
The Nipplese people are fighting to remove the shackles on their free speech and deserve to be supported.,2025-09-11T00:10:04Z,during,youtube,the nipplese people are fighting to remove the shackles on their free speech and deserve to be supported
"It’s on. The wealth gap has reached a breaking point. Indonesia, Nepal  keep an eye on China Russia and USA. they all have major social challenges brewing",2025-09-11T00:05:51Z,during,youtube,its on the wealth gap has reached a breaking point indonesia nepal keep an eye on china russia and usa they all have major social challenges brewing
"All through human history corrupt decadent empires fall because of this very reason : 

When the ruling elites and their rich class flaunt their wealth when the masses are
starving.",2025-09-11T00:05:29Z,during,youtube,all through human history corrupt decadent empires fall because of this very reason when the ruling elites and their rich class flaunt their wealth when the masses are starving
We ain’t getting our way so let’s burn our country w sounds familiar,2025-09-10T23:55:29Z,during,youtube,we aint getting our way so lets burn our country w sounds familiar
This was on my birthday,2026-02-08T20:15:48Z,after,youtube,this was on my birthday
Day 7 of asking for a shoutout for my school Myron l Powell in NJ pls give us one we’re begging some kids in my class including me are asking on are own yt channel oh and the teacher is Mr. Mazz,2025-09-23T23:15:57Z,after,youtube,day of asking for a shoutout for my school myron l powell in nj pls give us one were begging some kids in my class including me are asking on are own yt channel oh and the teacher is mr mazz
This is Mr lyall's class in Hong kong International school. We love the show and cant wait for another episode every day,2025-09-21T07:34:03Z,after,youtube,this is mr lyalls class in hong kong international school we love the show and cant wait for another episode every day
"Hello from Thomas Jefferson Middle School, located in Arlington, Virginia!!! My name is Ms. Martin and Mr. Theis (""Tice"") would love to get a special shoutout from you all on your next episode! Our homerooms watch you all every day!! This is a special request from one of our 7th grade students in the room, Maurice!",2025-09-18T12:28:39Z,after,youtube,hello from thomas jefferson middle school located in arlington virginia my name is ms martin and mr theis tice would love to get a special shoutout from you all on your next episode our homerooms watch you all every day this is a special request from one of our th grade students in the room maurice
"Hey, can you please shoutout my social studies class, Mrs. Larson’s class from Voyager Everett Washington, Snohomish County? We watch you every day",2025-09-18T00:26:55Z,after,youtube,hey can you please shoutout my social studies class mrs larsons class from voyager everett washington snohomish county we watch you every day
"Good morning, CNN 10 We love watching your videos everyday! Please give Mr. Warren’s 9th grade World Geography a shout out!",2025-09-17T15:01:49Z,after,youtube,good morning cnn we love watching your videos everyday please give mr warrens th grade world geography a shout out
"Hii coy can you give us a shout out our school is advantage academy of Hillsborough plant city Florida 
Our class is 703 and our teacher is Ms alomar please give us a shout out we have been watching for over a year now can you say hello to Lexie too? Please and thanks you!",2025-09-17T04:28:47Z,after,youtube,hii coy can you give us a shout out our school is advantage academy of hillsborough plant city florida our class is and our teacher is ms alomar please give us a shout out we have been watching for over a year now can you say hello to lexie too please and thanks you
Ngl im watching these because i haven’t seen these in class for years,2025-09-17T02:19:37Z,after,youtube,ngl im watching these because i havent seen these in class for years
Hey coy im a 6th grade student from westwind school for performing arts in north Little Rock Arkansas so can we please get a shoutout,2025-09-17T02:05:03Z,after,youtube,hey coy im a th grade student from westwind school for performing arts in north little rock arkansas so can we please get a shoutout
"Hi Coy! This is a student from Aloha Huber Park Elementary school in Beaverton Oregon from 6th grade, Hope you give us a shoutout!",2025-09-17T00:18:07Z,after,youtube,hi coy this is a student from aloha huber park elementary school in beaverton oregon from th grade hope you give us a shoutout
"Junior High in Bakersfield California we watch your videos everyday.  Every morning you bring the joy in my life. Something that will give me more joy is having a shoutout! THANKS!!
FJH Wildcats. Can you give a shoutout to Mr. Noroian at Fruitvale junior high. HE is a great pe teacher. We watch your shows everyday in the morning in advisory.",2025-09-16T23:59:25Z,after,youtube,junior high in bakersfield california we watch your videos everyday every morning you bring the joy in my life something that will give me more joy is having a shoutout thanks fjh wildcats can you give a shoutout to mr noroian at fruitvale junior high he is a great pe teacher we watch your shows everyday in the morning in advisory
Hi coy I am a student from M’s Smallwood class at Waters Elementry Chicago Illinois we watch you everyday and we love it can we please please please get a shout out,2025-09-16T23:12:46Z,after,youtube,hi coy i am a student from ms smallwood class at waters elementry chicago illinois we watch you everyday and we love it can we please please please get a shout out
NCECBVI in Nebraska City would love a shout out!,2025-09-16T20:25:18Z,after,youtube,ncecbvi in nebraska city would love a shout out
Can we get a shoutout for the bisons of bluff ridge elementary,2025-09-16T14:40:58Z,after,youtube,can we get a shoutout for the bisons of bluff ridge elementary
Hello foy This is a student in Mrs. class from Maryland We are from honey go elementary and we would like a shout out to me and we watch you every single day and please give me a shout out my name is Jayden and please Coy your my favorite,2025-09-16T02:08:41Z,after,youtube,hello foy this is a student in mrs class from maryland we are from honey go elementary and we would like a shout out to me and we watch you every single day and please give me a shout out my name is jayden and please coy your my favorite
It's crazy no one is mentioning we hate the cold and how he was in a the middle napal's protest,2025-09-16T01:52:32Z,after,youtube,its crazy no one is mentioning we hate the cold and how he was in a the middle napals protest
"this is a student from Sonoran foothills bobcats. Mrs. Russell Phoenix ,AZ. could u give us a shout out!!!",2025-09-16T00:51:55Z,after,youtube,this is a student from sonoran foothills bobcats mrs russell phoenix az could u give us a shout out
They didn't mention Charlie Kirk because its CNN. What do you expect unfortunately.,2025-09-15T21:18:47Z,after,youtube,they didnt mention charlie kirk because its cnn what do you expect unfortunately
"Coy, another day of asking for a shoutout at Classical Academy Middle School in San Diego, CA. Mr. Allen's History classes are you biggest fans.",2025-09-15T20:29:53Z,after,youtube,coy another day of asking for a shoutout at classical academy middle school in san diego ca mr allens history classes are you biggest fans
Coy tryna delete out comment,2025-09-15T16:28:19Z,after,youtube,coy tryna delete out comment
"Shout out from Wayne County West Virginia, from Mrs. Maynard's class at Vinson Middle School! 🎉",2025-09-15T16:02:49Z,after,youtube,shout out from wayne county west virginia from mrs maynards class at vinson middle school
"THIS IS (MS. GILLIAM THE GOAT)
 A SCIENCE TEACHER HERE AT JEJ MOORE MIDDLE SCHOOL HOME OF THE ROYALS IN PRINCE GEORGE VIRGINIA. 
MY HOMEROOM CLASS THINKS THAT IT WOULD BE GOATED IF YOU SHOUTOUT OUR SCHOOL. WE WATCH YOU GUYS EVERY SINGLE DAY. THEY LOVE THE PART WHERE YOU DO THE TRIVIA SEGMENT",2025-09-15T15:36:33Z,after,youtube,this is ms gilliam the goat a science teacher here at jej moore middle school home of the royals in prince george virginia my homeroom class thinks that it would be goated if you shoutout our school we watch you guys every single day they love the part where you do the trivia segment
"Hi! We would love a shout out for Mrs. Green's room at Switzerland County High School in Vevay, IN! We watch every morning and the kiddos love you!",2025-09-15T14:34:12Z,after,youtube,hi we would love a shout out for mrs greens room at switzerland county high school in vevay in we watch every morning and the kiddos love you
