text,date,phase,source
The beginning of an evil kingdom.,2025-09-12T15:56:19Z,during,youtube
"At least it’s working in Asian  Countries.. It’s not working in East African Countries please share the prescriptions. East African Countries are badly searching for the Prescriptions to cure their Countries from the corruption viruses and infectious diseases of arrogance, brutality, cruelty, incompetence, stealing, portioning out of lands to foreign thieves, abductions, please share your knowledge, to help these countries, they will soon change to be unknown by their own ancestral names .",2025-09-12T15:55:09Z,during,youtube
Old video. Not 3 minutes ago.,2025-09-12T15:33:18Z,during,youtube
jai hind,2025-09-12T14:35:07Z,during,youtube
Mugi kei galat van na Matra,2025-09-12T14:31:46Z,during,youtube
america when,2026-02-09T13:42:06Z,after,youtube
Hunger games,2026-02-06T11:53:34Z,after,youtube
"""When a government fails to protect the unalienable rights of its citizens, it is the duty and right of citizens to create another form of government.""
~ The United States Declaration of Independence",2026-02-04T04:03:35Z,after,youtube
Yes l am from nepal no is about tax bc bhal bhal and our prim minister kill young people and dis protest,2026-01-12T17:21:52Z,after,youtube
Indian one rupis equal to nepali one rupis,2026-01-04T08:05:11Z,after,youtube
I live in nepal,2025-12-26T15:48:44Z,after,youtube
We need the same in Albania 🇦🇱,2025-11-10T18:54:56Z,after,youtube
Un país k siempre los pobres son los más abusados les quitan todos los derechos  los k pueden tener acceso a  todos son los ricos no uvo otra más k reventar todas sus furias encontra de todo esos políticos corruptos abusivos.,2025-11-03T19:30:09Z,after,youtube
Now it’s happening in Tanzania 💔,2025-11-02T23:27:27Z,after,youtube
"Keep up the good work people.
Remember, they dont want peace.
Yous have to force peace ❤
♥️🇮🇪",2025-11-01T12:13:39Z,after,youtube
They were sending tax money / foreign aid to ngos that the parliament members owned basically tax money laundering.,2025-10-27T22:10:50Z,after,youtube
Nato and the west it directly involved in every conflict that's happening around world,2025-10-27T10:43:41Z,after,youtube
Ksos,2025-10-25T16:02:53Z,after,youtube
🇳🇵🇳🇵🇳🇵,2025-10-15T16:21:48Z,after,youtube
Very good 👍 keep it up 💯,2025-10-14T05:30:28Z,after,youtube
"Respect to Nepalese,  take note you PUSSY ASS AMERICANS",2025-10-12T08:49:07Z,after,youtube
my roblox friend is from Nepal...,2025-10-11T09:53:35Z,after,youtube
"Man, kids be doing anything js to get the app back",2025-10-10T20:56:29Z,after,youtube
Nepal is far far beyond cooked,2025-10-03T11:16:18Z,after,youtube
"Entitlement is ruining our countries, traditions and families. They are doing what’s right!",2025-09-27T15:41:23Z,after,youtube
"'urge protestants to talk and reach a peaceful resolution' your men killed children. The time for talk is long gone, you just gotta bend the knee now.",2025-09-27T14:20:45Z,after,youtube
We are Nepalese we don't like cheater prime minister🙏🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,2025-09-24T15:43:40Z,after,youtube
Hunger games tried to warn people,2025-09-23T22:15:43Z,after,youtube
ITS NOT ABOUT SOCAL MIEDIA ITSBFOR CORPORATION,2025-09-23T09:08:54Z,after,youtube
Good for them. Hell yeah,2025-09-23T05:31:53Z,after,youtube
People need to rise world wide. The psychos Who rule us need to go.,2025-09-23T01:46:14Z,after,youtube
Democrats made this results,2025-09-23T00:47:07Z,after,youtube
ये विष्णू गुप्त आचार्य चाणक्य की भूमी है जिन्होने चंद्रगुप्त मौर्य जैसे महान राजे बनाये नेपाळ (पिपलिवान् 500BCE) 😢❤,2025-09-22T05:04:18Z,after,youtube
"peaceful protests worked 100 years ago, they dont do anything anymore",2025-09-21T20:04:57Z,after,youtube
"No only that, it's also because of CORRUPTION of the government.",2025-09-21T06:15:59Z,after,youtube
Coming to America 🇺🇸 😂,2025-09-21T02:01:53Z,after,youtube
This will happen here in usa one day,2025-09-20T19:25:48Z,after,youtube
"dam, I was supposed to do chairty work in nepal, now our trip to nepal might as well just be cancelled.. (from uae)",2025-09-18T18:20:02Z,after,youtube
😂,2025-09-17T22:20:58Z,after,youtube
This is BD Students vs Cops all over again,2025-09-17T21:01:24Z,after,youtube
US and UK are the next,2025-09-17T15:36:16Z,after,youtube
"Pls help me, I'm in Nepal",2025-09-17T07:47:19Z,after,youtube
They need this America now. Young people need to organize.,2025-09-16T19:24:54Z,after,youtube
No left or right just top and bottom 😉,2025-09-16T15:19:50Z,after,youtube
"Hell nahh no peace burn that MF to the ground, thats the only way they will learn change will only come when there blood spills instead of ours 💯",2025-09-16T15:16:22Z,after,youtube
Just like bangladesh 😢,2025-09-16T13:46:31Z,after,youtube
Wow omg 😮😮❤❤🎉,2025-09-16T13:02:30Z,after,youtube
"Peaceful resolution after what they did? Nahh, fight on.

Indonesia could use this spirit, instead of just playing pirate",2025-09-16T08:36:32Z,after,youtube
"Future of India on tax, the next will be the finance minister of India",2025-09-16T05:53:08Z,after,youtube
"Proof that we don’t need to be unified by politics to solve this problem, just in our suffrage alone will bring revolution",2025-09-15T22:56:05Z,after,youtube
Same happened first in srilanka then bangladesh now nepal even in srilanka the revolution started by university students who are gen z then the adults joined.its kinda satisfying but there is a higher chance for some invisible hand to misuse the anger of protesters,2025-09-15T17:07:47Z,after,youtube
"This is awesome and terrible. Good luck, young ones; you will heal the world. 💪💛👍",2025-09-15T14:01:04Z,after,youtube
Well done nepalese!!,2025-09-15T12:57:52Z,after,youtube
The one who burned private properties aren't gen z they are terrorists send by asshole pm Kp. Oli,2025-09-15T12:50:38Z,after,youtube
Rozwarstwienie społeczne tak duże że politycy nie wiedzą co z pieniędzmi robić a ludzie głodują.,2025-09-15T11:40:04Z,after,youtube
like UK yes or no? is Uk currupt?,2025-09-15T10:32:09Z,after,youtube
This is America.  Just wait.,2025-09-15T08:18:00Z,after,youtube
Bravo Nepalese ❤❤❤ unliked here.,2025-09-15T07:09:41Z,after,youtube
You cant under estimate Genz . It is all over the world that if corruption exist expect them on the street.,2025-09-15T06:01:21Z,after,youtube
Philippines when😂,2025-09-15T04:26:24Z,after,youtube
This is what’s going to happen in the Philippines. The nepotism babies are flaunting so much wealth on socmed and not feeling guilty at all where they are getting their money from.,2025-09-15T04:22:27Z,after,youtube
When your government became communist you know its gonna be a crooked,2025-09-15T04:00:15Z,after,youtube
When people are abused and used by their government there comes a moment when they explode. They've had enough.,2025-09-15T02:29:15Z,after,youtube
"This means everything has threshhold
 sndvthis can happen it many countries where corruption is already a culture in their government. Remeber East Timor. They use few guns in killing people there because they use bolos to stab and cut people's head out of anger and hatered. And they targeted so.many Chinese traders.",2025-09-15T01:42:36Z,after,youtube
I think next is the Philippines,2025-09-14T23:05:31Z,after,youtube
"I too would shot someone if they throw a stone at my head js. My dad would actually call me dumb for going out if I was 12. He would say, kid should have stayed home. But no one is taking about that. All I’m saying that if it isn’t about the social media watch what started then now you got a group of people destroying everything for the next thing.",2025-09-14T22:12:12Z,after,youtube
"""nepo-kids""

As a Westerner, I know what they're talking about..... Some people like to gloat about their success to people who don't have it.",2025-09-14T21:04:33Z,after,youtube
It’s about fake news like cnn being propaganda of the state and fueling the fire,2025-09-14T18:43:14Z,after,youtube
So what i'm hearing is that the nepalese are finally tired of the chinese communist party attempting to permit cultural genocide.,2025-09-14T05:41:03Z,after,youtube
"Alla mattina appena alzata
o bella ciao bella ciao bella ciao, ciao, ciao!",2025-09-13T18:26:14Z,after,youtube
All over social media sometime I think is the world a worse place then it could be without social media it never was created,2025-09-13T13:22:34Z,after,youtube
Also i can scream to the point of dizzyness yeyy😊😊😊,2025-09-13T02:57:35Z,after,youtube
Ooooohweeeeeee!,2025-09-13T02:50:50Z,after,youtube
Be mind...not only social media ban ..it was abt corruption...dnt falsify..plz,2025-09-12T21:04:43Z,during,youtube
Please ban social media here.,2025-09-12T20:58:54Z,during,youtube
People are tired all over the world.,2025-09-12T19:01:05Z,during,youtube
"10,000 people with stones are more powerful than 1,000 armies with ruffles 🤔",2025-09-12T19:00:52Z,during,youtube
The Zionists barstards are behind this through the CIA,2025-09-12T17:40:01Z,during,youtube
"Barbaric hooliganism. The assault and murder of innocent women, and destruction of national buildings. This is definitely NOT an anti-corruption agitation!",2025-09-12T15:43:50Z,during,youtube
Why is nobody talking about the fact that people will kill just because social media got banned? It's sad how addicted this gen is. I ain't ever giving my kids a phone.,2025-09-12T14:21:19Z,during,youtube
"Social media is soo important
Not only for enjoy also for learning, employment and studies etc",2025-09-12T13:10:43Z,during,youtube
No respect for corruption money.,2025-09-12T12:52:17Z,during,youtube
🔥🔥🔥👍👍,2025-09-12T12:17:46Z,during,youtube
Respect to Nepalese people!,2025-09-12T06:27:45Z,during,youtube
WHY ARE YOU AMERICAN PEOPLE SPENDING FALSE INFORMATION ITS ABOUT CORRUPTION WE DON'T CAN ABOUT THE BAN OF THE DAME SOCIAL MEDIA,2025-09-12T05:41:26Z,during,youtube
"Bharat ke saath kisi v desh ko khada nahi rehna chahiye. 2014 ke baad ka bharat gunda aur duniya bhar se karza lene wala bhikh manga desh ban gaya hai. Duniya bhar ko bharat ke neta,media walo,nafrati haramiyon ke bachho ko desh se nikal dena chahiye. In jaiso ko nahi nikala, to unka desh v harami, bhikhmanga ban jayega. Aur bharat ki media ko pakad pakad ke kutna chahiye. Inke maalik ko v.",2025-09-12T03:47:08Z,during,youtube
cnn actually doing one piece of honest media? thats incredibly rare..,2025-09-12T03:37:03Z,during,youtube
"I've known for the last ten years or so, that there is going to be a very scary and violent revolution, and it's going to be all over the world.",2025-09-12T03:30:09Z,during,youtube
"To all Filipinos, wake up and take to the streets. The current government is treating Filipinos like garbage. It’s time to rise up and remove the corrupt officials in power.”",2025-09-12T03:28:08Z,during,youtube
Social media more important than their life?,2025-09-12T02:42:04Z,during,youtube
Whenever you see protests like this be very sure the CIA is behind it,2025-09-12T02:02:32Z,during,youtube
Nepal better not take out there future the kids are the future so are the genz,2025-09-12T01:47:24Z,during,youtube
India next....,2025-09-12T01:30:43Z,during,youtube
Keep fighting!!!!! Let it burn!!!!,2025-09-12T01:27:28Z,during,youtube
Let's Go!,2025-09-12T01:01:24Z,during,youtube
Burn it all down,2025-09-12T00:32:13Z,during,youtube
CLASS CONSIOUCNESS,2025-09-12T00:18:07Z,during,youtube
All over social media?.... How pathetic....,2025-09-12T00:16:17Z,during,youtube
Gen z is revolting around the world from evil nepo baby geezers,2025-09-12T00:05:18Z,during,youtube
"Open Letter to World Governaments.. 👇

""Don't you dare block youtube, you know now what we will do"" .🔥🔥

From
General citizens of the world.",2025-09-11T23:58:19Z,during,youtube
What If It becomes a real trend?!....,2025-09-11T23:46:59Z,during,youtube
"Nepal ,  Protesters 
11 Sept ‘ 2025!",2025-09-11T23:26:40Z,during,youtube
Is all I know this is because something that’s gen-z exist and just why any given moment you could die but no people are dancing in this foolish act that they’re doing,2025-09-11T22:43:29Z,during,youtube
Meanwhile in America.............,2025-09-11T20:51:51Z,during,youtube
Americans should learn from Nepalese,2025-09-11T20:39:48Z,during,youtube
"Nepal, I see you and I understand also with suggestion for the future since involving young adults. Always think infinite neither negative or positive and move accordingly to get the results you want. ☘️",2025-09-11T19:28:22Z,during,youtube
i think poeple should stop underestimating gen z,2025-09-11T18:55:14Z,during,youtube
More should die they are addicted to social media respect Nepal government ❤❤,2025-09-11T17:41:42Z,during,youtube
I’ll have to say this… if we are covering this… it means we are behind it lol 😂 if the news would stop all the other insanity it creates maybe we would take this at face value,2025-09-11T17:15:00Z,during,youtube
It’s China vs Us.  Whoops I said it,2025-09-11T17:13:52Z,during,youtube
their grievances similar to PHILIPPINES,2025-09-11T16:57:37Z,during,youtube
Good for them. I hope the kids in the US follow their lead!!!,2025-09-11T16:56:56Z,during,youtube
"They not only ousted the PM and the ruling government, they kicked out the opposition as well. No more gaslighting. Complete wash.",2025-09-11T16:27:13Z,during,youtube
"All that you did is your farmland. There is no place like home. Though late compared with Libya and other related crises,The  are all in regret.”",2025-09-11T16:21:39Z,during,youtube
It’s about corruption,2025-09-11T15:55:03Z,during,youtube
"For a successful country, you need a self-reliant government that cares for citizens and youth. If the government allows China to exploit your country resources, it indicates severe corruption. Ia signed that a government is successful is when they are proactive traveling and collaborating with other countries  to boost the economy bilaterally. An example is the government of Vietnam but most importantly, make the young generation, the back bones of the future",2025-09-11T15:52:16Z,during,youtube
Backed by US...,2025-09-11T15:36:52Z,during,youtube
The people of the world are tired of being oppressed and enslaved and worse.,2025-09-11T15:32:47Z,during,youtube
America take note !,2025-09-11T15:27:47Z,during,youtube
Death to islam,2025-09-11T15:20:25Z,during,youtube
Imagine being so addicted to social media you do this 😂,2025-09-11T12:33:11Z,during,youtube
The whole world is on fire right now i never thought id see the worst parts of the bible happening in my lifetime but it is and its scary,2025-09-11T12:12:33Z,during,youtube
"This is anarchy, destroying national property, all the losses will be recovered in the form of higher taxes from common people.😢",2025-09-11T12:01:45Z,during,youtube
"Rich people are the problem with our world. Capitalism is what creates the rich. End both. Wealth redistribution. Democratize workplaces. Create a maximum wage. Raise the minimum. Universal income, housing, healthcare, and education. No. More. Rich. People. The richest .01% of the US population could permanently end poverty in the US and they would STILL be the richest people. Let that sink in.",2025-09-11T11:56:38Z,during,youtube
starve the rich!,2025-09-11T11:30:45Z,during,youtube
Go kids!!!!,2025-09-11T10:30:08Z,during,youtube
"America, when will you do this to your own country? when will you wake up and realise it is infact the government and the billionaires making you miserable and fight against each other?? 😢",2025-09-11T10:03:03Z,during,youtube
Nepalci kuci iz Srbije mrs u Nepal pa tamo pravi problem svom narodu a ne u moju Srbiju kuci napalo 🤬🌬️🌪️💥🌎🌍🌏💥✍️🫵,2025-09-11T09:52:32Z,during,youtube
"Dear Napali Bro & Sis,  Please don't destroy your own Precious Country Property 🙏🏼🙏🏼❤🔥🕊️🇳🇵🇮🇳🌎🇮🇳🇳🇵🕊️🔥❤",2025-09-11T09:49:42Z,during,youtube
Nepal isn't protesting. It's the visitors,2025-09-11T09:47:45Z,during,youtube
Nepal is worth almost like Africa corrupt system killing of innocent children and nobody is helping those children because they are no white people God we have them to be free 🇳🇵,2025-09-11T09:16:40Z,during,youtube
"This needs to happen to the Billionaires and AI companies and data centers, LIGHT them up",2025-09-11T08:12:49Z,during,youtube
This is after they turned to Islam,2025-09-11T08:08:37Z,during,youtube
CNN your editor should be notified about pork barrel,2025-09-11T08:06:28Z,during,youtube
"A constitution, a economic plan. And a 1st and second amendment sound like it's coming Nepal's way. 🔱💯",2025-09-11T07:53:22Z,during,youtube
"This is exactly how corruption should be handled. Ya know…kind of like how our forefathers did it. They REVOLTED. 
We forget that we outnumber them. 
By a lot. 😏",2025-09-11T07:48:21Z,during,youtube
We can't co-operate with corruption.,2025-09-11T07:25:54Z,during,youtube
"Nepal violence funded by USAID , FORD FOUNDATION,  ROCK FELLA..and othet western Organisation corrupting mind of youth",2025-09-11T07:20:43Z,during,youtube
"That’s what the people of the world need to do against Israel show them that we run the place we only put you we put you in and don’t think that we won’t take you out. We have to come together in this world and show the military and the police that we run the world not them. We only give them authority to do these things, but when we come together and ready toshow the power, the true power nobody can’t stop us.",2025-09-11T07:16:00Z,during,youtube
CNN fake news again those are Filipina not Nepalese,2025-09-11T07:12:34Z,during,youtube
I support Nepal students and youth. This is the powerful tool and weapon to fight corruption. We indian students and youths must learn to how to fight the corrupted government. We will soon use such a powerful tool to fight the corrupted government.,2025-09-11T07:11:12Z,during,youtube
oh no! we have a flight to kathmandu tomorrow!,2025-09-11T06:23:58Z,during,youtube
"Why are American  gen Z's
not like the gen Z's from over there ?!? 🔥🇺🇲🔥🤑🥳😎🫦👨‍🎓👩‍🎓🐩🌹🌴🍜🥗🥂🏝🏖🕌🛳✈️🎉🏈🏀⛸️👜👠👠💳💰💵💸💸💸💸💉💊♐️🏳️‍🌈💅🤳💔💝💍💄💎💎💎💎💎💎🎊🎁🎁🎁",2025-09-11T06:17:12Z,during,youtube
"This is not a protest.. they are destroying their own country. A local shop owner who put his all life's money in that shop , people are destroying everything coming in their way....what they are protesting against, their own people? 
This makes themselves years behind
Things take a lot time to build again",2025-09-11T06:15:08Z,during,youtube
This is the future of US -- I hope Trump gets the death sentence and they finally release the epstein files showing his connection to that island.,2025-09-11T06:13:36Z,during,youtube
Let's all learn from this we united are always more 👁️👃👁️,2025-09-11T06:09:14Z,during,youtube
CNN is just fake news and a bunch of liars.. never listen to cnn!!!!,2025-09-11T06:06:31Z,during,youtube
Well done USA and India,2025-09-11T05:59:51Z,during,youtube
"Im proud of them! Keep it up guys!✊🏾 America, Take notes and copy!!!",2025-09-11T05:54:30Z,during,youtube
"I think the government is in the right on this one. They didn’t do anything wrong by enforcing regulations, especially if their intention was to maintain order and stability. While the protests may have started over social media restrictions, it’s also important to recognize that governments have a responsibility to manage communication platforms to prevent misinformation, unrest, or instability from spreading unchecked. Every country has the right to put measures in place that they believe protect their citizens, even if those measures aren’t popular with everyone. In this case, I don’t see clear wrongdoing from the government — they’re acting within their authority to preserve security and stability.",2025-09-11T05:38:47Z,during,youtube
"it can only get to this because the military does not intervene. It can be a bloodbath if they did, but the military is now effectively controlling the govt after the PM and the president are forced to resign",2025-09-11T05:32:22Z,during,youtube
Execute Corrupt Public officials.,2025-09-11T05:03:27Z,during,youtube
"These are obviously foreign incited chaos, riots to burn & devastate Nepal. Remember the HK riots? Those evil manipulative hands planted to create this proxies in S.Asia.",2025-09-11T04:54:54Z,during,youtube
"Nepali is burning, the burner sponcerd by CIA 😂😂😂",2025-09-11T04:54:47Z,during,youtube
Starmer should take note here....,2025-09-11T04:48:57Z,during,youtube
"That’s right.
Get those old buffoons out of office…Free Nepal!!!",2025-09-11T04:48:39Z,during,youtube
"Huge respect to Nepalese people. Not every nation could just rise against government. Many convinced that they're powerless against ""people on the top""",2025-09-11T04:36:12Z,during,youtube
From Myanmar to Nepal to Thailand to Indonesia. Rise up the oppressed,2025-09-11T04:33:14Z,during,youtube
Finally truth have revealed,2025-09-11T04:32:29Z,during,youtube
"Togo 🇹🇬, take note. Power to the people.",2025-09-11T04:24:06Z,during,youtube
Philippines next,2025-09-11T04:21:31Z,during,youtube
👏👏👏👏 the people around the world had enough,2025-09-11T04:12:15Z,during,youtube
"Nepal is not burning. Baby boomers way of doing things is being undone  in favour of gen Z way of doing things. 

This is happening in USA, Indonesia, was happening in Israel till Oct 7 conveniently happened, and across a whole bunch of countries. 

I know my generation well 😊. Other generations once they crossed 70 usually handed the reigns of the economy to the youth. That's how JFK, Rajeev Gandhi in India  etc came to power. 

But boomers insist on holding onto power till the very last second and insist on maintaining a lavish life at the cost of the youth.",2025-09-11T04:04:31Z,during,youtube
Go gen Z,2025-09-11T04:00:31Z,during,youtube
"I'm not sure if it becomes a good thing or not, but it was better to change the government by election, not force next government might be worse than the last one.",2025-09-11T03:55:04Z,during,youtube
"Inevitable 😂😂😂😂 all the vessel states of china would have same faith. 
Maldives srilanka Bangladesh now nepal 😂😂😂😂",2025-09-11T03:45:19Z,during,youtube
Some videos here are from indonesian people. At least do some homework and fact checks before making News. Don’t just try to get views creating fake news. Shame on cnn,2025-09-11T03:40:41Z,during,youtube
"All we want to see is a once and for all revolution in usa, lets split that shithole into 50 countries 😅😅😅",2025-09-11T03:35:49Z,during,youtube
People are over it every where.  I mean everywhere!!,2025-09-11T03:24:55Z,during,youtube
"Corrupt governments trying to control everything while they are enjoying luxury !!! Is the same thing in Russia , North Korea , Israel , Venezuela , Nicaragua , Egypt , India , Yemen . People have to wake up and claim your human rights !!!💪💪💪💪💪💪",2025-09-11T03:19:12Z,during,youtube
"Man CNN is on mission 😂. In the name of genz protest , super power is already hijacked the protest and destroying the country assets. . Similar to the Bangladesh so called student protests , 😂. In reality it was something else only. (This things will be understood by those who follow geo politics very well).",2025-09-11T03:13:38Z,during,youtube
"People saying the US could never , India could never , or whatever country they're in could never are so illogical. Nepal is a small country with limited military and police resources, had this happened in a huge country the Army would have been called and protestors would be killed like rats. Your country is not just spending money for securing national threats from outside but also whoever they deem a threat to their ideology from inside too. I salute the Nepali brothers and sisters for their bravery, but if this had happened in any other country the loss wouldn't be only limited to 20 innocent souls. We have seen time and time again how powerful countries treat protestors and other own people just because they endanger the politicians and their ideologies.",2025-09-11T03:09:48Z,during,youtube
What needs to happen in almost every country,2025-09-11T03:02:06Z,during,youtube
"Syrian citizen here 🇸🇾. When a state answers peaceful protest with live bullets, it only affirms the justice of the people’s cause. In Syria, our revolution endured for 13 long years — 13 years of sacrifice, silence broken, and lives lost. I share this not to discourage, but to remind that the struggle for dignity is never in vain . With solidarity and love — from a fellow Syrian rebel.",2025-09-11T03:01:42Z,during,youtube
Complete bs. There isn't anyone seen 16 or below,2025-09-11T03:00:32Z,during,youtube
Its due to Corruption for very long time,2025-09-11T02:59:29Z,during,youtube
"Toolkit activated, Nepal also finished... Who's next? America is full of nepo kids",2025-09-11T02:46:05Z,during,youtube
This is true everywhere. You can only kick a dog so many times...,2025-09-11T02:43:25Z,during,youtube
"These news are being sensationalised. It's not being covered like riots in USA were covered. 
Why?
Attempt is being made to inspire Indian youths to do it. 

It's true that there has been a lot of corruption in Nepal. The leadership was trying to divert the attention of youth in nationalistic disputes with india, while goblining up the money and resources. Hence this protest. 
But
Know this that we have already done this, using our votes in 2014. Now the forces that will hit the road against our mandate shall be not be spared.",2025-09-11T02:41:10Z,during,youtube
America's latest project,2025-09-11T02:37:14Z,during,youtube
power to the people!!!!!!,2025-09-11T02:28:58Z,during,youtube
"CIA always employed young protesters to carry out coup. USA and India working together against China trying to build Nepal infrastructure
This smells like CIA coup specialists.  😅😂😅",2025-09-11T02:26:17Z,during,youtube
There is like 6 coutnries that rioting ya not for social media but for social media they lovking it down UK literally have thought police no lie they call it that just created avg social media posts in russia 330 jailed UK 3300 LAST YEAR this yes over 5000 and counting,2025-09-11T02:10:18Z,during,youtube
CIA at work.,2025-09-11T02:02:40Z,during,youtube
Freedom isn't free. 🪧 You have to fight for it,2025-09-11T01:57:41Z,during,youtube
"Come on Kristie Lu. You used to do good reporting. Go deeper. NGOs, National Endowment of Democracy (NED) fingerprints all over this. Same happening in Indonesia. You should be familiar with this one, 2019 Hong Kong riots/protests. It’s a colour revolution happening Kristie. Regime change pushed by Uncle Sam.",2025-09-11T01:49:01Z,during,youtube
Corruption is so big in Asian countries even in India now corruption so big people who blindly follow religion or political party ideology they ignored everything until they lost their loved one,2025-09-11T01:41:15Z,during,youtube
Cambodia is next,2025-09-11T01:35:27Z,during,youtube
The youth has more at stake than any of us,2025-09-11T01:07:19Z,during,youtube
Hey maggots take notice …,2025-09-11T01:01:50Z,during,youtube
This will soon the USA.  Watch out trump.,2025-09-11T00:55:44Z,during,youtube
Those who dies are heroes.  America is not far away from this happening … so close,2025-09-11T00:51:12Z,during,youtube
That's the way it is done ...,2025-09-11T00:49:55Z,during,youtube
Stupid kids. 😂😂😂 Let's see what change comes with this.,2025-09-11T00:30:12Z,during,youtube
"waiting for this to happen in india. well done nepali youth, unlike you, the indian youngsters have been blinded.",2025-09-11T00:29:57Z,during,youtube
Corruption.,2025-09-11T00:27:08Z,during,youtube
This is coming to the entire globe. CNN is complicit,2025-09-11T00:24:29Z,during,youtube
W genZ,2025-09-11T00:18:35Z,during,youtube
But your reporting a few days ago said it was only about social media,2025-09-11T00:15:57Z,during,youtube
"This  kind of stuff  tRump craves  because he and his ilk could loot ,and prolong his presidency by creating a war with Iran or whatever other countries.",2025-09-11T00:14:27Z,during,youtube
The Nipplese people are fighting to remove the shackles on their free speech and deserve to be supported.,2025-09-11T00:10:04Z,during,youtube
"It’s on. The wealth gap has reached a breaking point. Indonesia, Nepal  keep an eye on China Russia and USA. they all have major social challenges brewing",2025-09-11T00:05:51Z,during,youtube
"All through human history corrupt decadent empires fall because of this very reason : 

When the ruling elites and their rich class flaunt their wealth when the masses are
starving.",2025-09-11T00:05:29Z,during,youtube
We ain’t getting our way so let’s burn our country w sounds familiar,2025-09-10T23:55:29Z,during,youtube
This was on my birthday,2026-02-08T20:15:48Z,after,youtube
Day 7 of asking for a shoutout for my school Myron l Powell in NJ pls give us one we’re begging some kids in my class including me are asking on are own yt channel oh and the teacher is Mr. Mazz,2025-09-23T23:15:57Z,after,youtube
This is Mr lyall's class in Hong kong International school. We love the show and cant wait for another episode every day,2025-09-21T07:34:03Z,after,youtube
"Hello from Thomas Jefferson Middle School, located in Arlington, Virginia!!! My name is Ms. Martin and Mr. Theis (""Tice"") would love to get a special shoutout from you all on your next episode! Our homerooms watch you all every day!! This is a special request from one of our 7th grade students in the room, Maurice!",2025-09-18T12:28:39Z,after,youtube
"Hey, can you please shoutout my social studies class, Mrs. Larson’s class from Voyager Everett Washington, Snohomish County? We watch you every day",2025-09-18T00:26:55Z,after,youtube
"Good morning, CNN 10 We love watching your videos everyday! Please give Mr. Warren’s 9th grade World Geography a shout out!",2025-09-17T15:01:49Z,after,youtube
"Hii coy can you give us a shout out our school is advantage academy of Hillsborough plant city Florida 
Our class is 703 and our teacher is Ms alomar please give us a shout out we have been watching for over a year now can you say hello to Lexie too? Please and thanks you!",2025-09-17T04:28:47Z,after,youtube
Ngl im watching these because i haven’t seen these in class for years,2025-09-17T02:19:37Z,after,youtube
Hey coy im a 6th grade student from westwind school for performing arts in north Little Rock Arkansas so can we please get a shoutout,2025-09-17T02:05:03Z,after,youtube
"Hi Coy! This is a student from Aloha Huber Park Elementary school in Beaverton Oregon from 6th grade, Hope you give us a shoutout!",2025-09-17T00:18:07Z,after,youtube
"Junior High in Bakersfield California we watch your videos everyday.  Every morning you bring the joy in my life. Something that will give me more joy is having a shoutout! THANKS!!
FJH Wildcats. Can you give a shoutout to Mr. Noroian at Fruitvale junior high. HE is a great pe teacher. We watch your shows everyday in the morning in advisory.",2025-09-16T23:59:25Z,after,youtube
Hi coy I am a student from M’s Smallwood class at Waters Elementry Chicago Illinois we watch you everyday and we love it can we please please please get a shout out,2025-09-16T23:12:46Z,after,youtube
NCECBVI in Nebraska City would love a shout out!,2025-09-16T20:25:18Z,after,youtube
Can we get a shoutout for the bisons of bluff ridge elementary,2025-09-16T14:40:58Z,after,youtube
Hello foy This is a student in Mrs. class from Maryland We are from honey go elementary and we would like a shout out to me and we watch you every single day and please give me a shout out my name is Jayden and please Coy your my favorite,2025-09-16T02:08:41Z,after,youtube
It's crazy no one is mentioning we hate the cold and how he was in a the middle napal's protest,2025-09-16T01:52:32Z,after,youtube
"this is a student from Sonoran foothills bobcats. Mrs. Russell Phoenix ,AZ. could u give us a shout out!!!",2025-09-16T00:51:55Z,after,youtube
They didn't mention Charlie Kirk because its CNN. What do you expect unfortunately.,2025-09-15T21:18:47Z,after,youtube
"Coy, another day of asking for a shoutout at Classical Academy Middle School in San Diego, CA. Mr. Allen's History classes are you biggest fans.",2025-09-15T20:29:53Z,after,youtube
Coy tryna delete out comment,2025-09-15T16:28:19Z,after,youtube
"Shout out from Wayne County West Virginia, from Mrs. Maynard's class at Vinson Middle School! 🎉",2025-09-15T16:02:49Z,after,youtube
"THIS IS (MS. GILLIAM THE GOAT)
 A SCIENCE TEACHER HERE AT JEJ MOORE MIDDLE SCHOOL HOME OF THE ROYALS IN PRINCE GEORGE VIRGINIA. 
MY HOMEROOM CLASS THINKS THAT IT WOULD BE GOATED IF YOU SHOUTOUT OUR SCHOOL. WE WATCH YOU GUYS EVERY SINGLE DAY. THEY LOVE THE PART WHERE YOU DO THE TRIVIA SEGMENT",2025-09-15T15:36:33Z,after,youtube
"Hi! We would love a shout out for Mrs. Green's room at Switzerland County High School in Vevay, IN! We watch every morning and the kiddos love you!",2025-09-15T14:34:12Z,after,youtube
"Shout to Mrs. Zuniga's class at Canyon Springs High School and The Leadership & Law Preparatory Academy in North Las Vegas Nevada! Go Pioneers! #OneCanyon
Thank you for keeping us informed on Global issues. #Globalcitizenship",2025-09-15T13:33:17Z,after,youtube
